"...1","screenName","text","created","statusSource","Created_At_Round","tweetSource","date","hour"
115,"__haaze","rest in peace to all of the lives lost in itaewon, sk this past weekend. all young people, gone too soon.. in a sit",2022-10-30 23:41:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:41:44,23
116,"KoNusta","so many emotions this weekend. happiness w the results of brazil... sadness w the situation in itaewon... and just ha... ...",2022-10-30 23:41:26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:41:26,23
117,"han_things","i found out about itaewon through tiktok of a girl who lost her friend in the crowds, another in icu, and i know i",2022-10-30 23:41:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:41:23,23
118,"_ShauryaChawla","been following all the developments out of itaewon over the past day and still having a hard time believing it all.",2022-10-30 23:41:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:41:22,23
119,"britsham","he was an extrovert, he was full of adventure. steven blesi, one of the american victims of the deadly crowd su",2022-10-30 23:41:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:41:18,23
120,"Miku85046641","former produce 101 season 2 contestant lee ji han confirmed to have passed away in itaewon",2022-10-30 23:41:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:41:16,23
121,"titik_cheonsa21","pray for itaewon from indonesia",2022-10-30 23:41:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:41:01,23
122,"vhopejins","i only found out bc i saw news that she postponed her celebrations due to the tragedy in itaewon",2022-10-30 23:40:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:40:25,23
123,"attentioncrisis","wtf were people partying as the rescue efforts were going on itaewon",2022-10-30 23:40:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:40:19,23
124,"saemwoogi","it absolutely breaks my heart to see the people in this situation. many citizens lost their loved ones in the itaew",2022-10-30 23:40:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:40:11,23
125,"readergirl1459","dedicated to all the injured and loss souls at itaewon, seoul sk. deepest sympathies and condolences to all family",2022-10-30 23:40:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:40:09,23
126,"IKIMINKYUNG","also, deepest condolences to those who leave us behind in itaewon tragedy. may every single one of you rest in peac",2022-10-30 23:40:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:40:03,23
127,"sushikevv","just learned that a student from my university passed away in the itaewon tragedy. taking this time to hope the fam",2022-10-30 23:40:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:40:01,23
128,"kimminroy8","royentertaiment leejihan confirmed dead due to itaewon halloween 2022 tragedy lee jihan is also a former mnet p",2022-10-30 23:39:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:39:56,23
129,"daegyxu","rip to those whos lives were lost. my condolences to all the families of the lives lost in the itaewon tragedy. its heartbreaking.",2022-10-30 23:39:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:39:23,23
130,"matt_bryce92","having lived in korea, and having been to itaewon many times, the events of this weekend have truly hit me hard. to",2022-10-30 23:39:22,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",2022-10-31,"ipad",2022-10-30 23:39:22,23
131,"LunaiMoony","report the graphic uncensored photos images and videos regarding to itaewon stampede, either on youtube and any social media.",2022-10-30 23:39:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:39:18,23
132,"javiercha","what did she say my former studends who regularly party in itaewon do so because of confucianism",2022-10-30 23:39:10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:39:10,23
133,"ABC10","officials: university of kentucky student among dead in south korea halloween crowd surge",2022-10-30 23:39:03,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",2022-10-31,"others",2022-10-30 23:39:03,23
134,"benavu54","freya was in seoul's stifling crowds for halloween. one decision may have saved her life",2022-10-30 23:38:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:38:51,23
135,"bulletin_ex","president joko widodo expresses condolences over the itaewon tragedy in southkorea",2022-10-30 23:38:40,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",2022-10-31,"others",2022-10-30 23:38:40,23
136,"valrosiess","i dont think they would do it because of what happened in itaewon",2022-10-30 23:38:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:38:31,23
137,"karopmpm","pray for itaewon",2022-10-30 23:38:08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:38:08,23
138,"LunaiMoony","beware also some korean websites with korean languages which contain graphic images and gruesome videos regarding t",2022-10-30 23:38:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:38:02,23
139,"kbocollections","ridiculous! i walk into work and start getting told that because people like me brought halloween to korea that i'm",2022-10-30 23:37:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:37:40,23
140,"hongsck","pray for itaewon. 29.10.22",2022-10-30 23:37:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:37:39,23
141,"itsmooniiieee","my deepest condolences for itaewon victims and their families. also for my fellow philippines moots that's been aff",2022-10-30 23:37:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:37:39,23
142,"lejindarycait","omg. one of my friends from high school's little sister was one of the americans who died at itaewon. they had a pr",2022-10-30 23:37:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:37:29,23
143,"nonusvt","not only did i get groped saturday night but as i was leaving the club i find out about what happened at itaewon bc",2022-10-30 23:37:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:37:26,23
144,"yeosangs_berry","people can go to places expecting them to be crowded and also expect them to be safe. itaewon is always cr",2022-10-30 23:37:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:37:24,23
145,"adorakayyy","i'm actually sick from the itaewon disaster oh my god",2022-10-30 23:37:17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:37:17,23
146,"blooathens","so just to be aware, no comebacks this week since it has been postponed due to respect for the incident happened on",2022-10-30 23:37:14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:37:14,23
147,"angel444222","videos of itaewon keep showing up on my feed and it's so devastating to see",2022-10-30 23:36:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:36:58,23
148,"jeonaIbum","my heart is still heavy over what happened in itaewon",2022-10-30 23:36:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:36:50,23
149,"svt__sanrio","hi everyone, we just wanted to apologise for the lack of posts today &lt;/3 we wanted to make sure respects were paid",2022-10-30 23:36:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:36:39,23
150,"Dduyen13062013","my prayers to all of the victims and their families itaewon itaewonhalloween",2022-10-30 23:36:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:36:34,23
151,"DrMarkPBarry","itaewon, scene of seoul halloween crowd crush, has complex history - the washington post",2022-10-30 23:36:31,"<a href=""https://twitterrific.com/mac"" rel=""nofollow"">Twitterrific for Mac</a>",2022-10-31,"others",2022-10-30 23:36:31,23
152,"pinqbby","itaewon is a structural failing regardless of how you chop it up. you can victim-blame as much as you want but the",2022-10-30 23:36:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:36:30,23
153,"KyleOHa00625632","still shuddering over this terrible tragedy. i was in seoul on business for so many years and was many times to ita",2022-10-30 23:36:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:36:15,23
154,"LunaiMoony","besides, you must do not type itaewon stampede dead bodies on google because it will show up graphic and gruesome i",2022-10-30 23:36:14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:36:14,23
155,"ElNaiza","pray from itaewon",2022-10-30 23:36:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:36:08,23
156,"MYguppi","spent hours watching itaewon halloween tragedy to make me understand about what happened there,n i ended up also wa",2022-10-30 23:36:02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:36:02,23
157,"ZroHour","the itaewon death toll still continuing to rise. prayforitaewon",2022-10-30 23:35:14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:35:14,23
158,"LunaiMoony","meanwhile, a tons pf tiktok videos regards to itaewon stampede incident without graphic warnings. better be careful",2022-10-30 23:34:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:34:51,23
159,"simplysimonpr","100% the itaewon tragedy was preventable. it is down to management of public events, korea has led the way in mana",2022-10-30 23:34:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:34:42,23
160,"KikiLeigh8","tragedy. survivor recalls horrific moment in itaewon",2022-10-30 23:34:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:34:36,23
161,"loveithueminh","pray for itaewon",2022-10-30 23:34:27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:34:27,23
162,"just_an_iKONIC","the entertainment industry also decided to cancel the entertainment program that was scheduled to be aired in order",2022-10-30 23:34:09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:34:09,23
163,"jcmhugs","what happened in itaewon was tragic not something to joke about i dont understand people",2022-10-30 23:34:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:34:01,23
164,"attentioncrisis","itaewon seoul pre-tragedy",2022-10-30 23:34:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:34:01,23
165,"twinkyxstar","people leave chrysanthemum flowers at itaewon station exit 1 near the accident site to commemorate the victims ne",2022-10-30 23:33:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:33:57,23
166,"rosseary_s","condolences for the death of actor lee jihan in the itaewon tragedy may peace be with god, may the family left behi",2022-10-30 23:33:48,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:33:48,23
167,"clairedeyue","pray for seoul pray for itaewon pray for south korea no no i alrd lost all my respects to korea.",2022-10-30 23:33:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:33:44,23
168,"geno_md","i have fond memories of celebrations with friends in itaewon. my heart breaks for the victims. rest in power.",2022-10-30 23:33:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:33:37,23
169,"nadiabrkz","the itaewon news have affected me so much for some reason",2022-10-30 23:33:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:33:33,23
170,"b1nn1estiddies","i am a little bit surprised that i had to go through the trending to hear about itaewon. why is no one on here talk",2022-10-30 23:33:21,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:33:21,23
171,"codeiixx2","please dont spread misinformation about the itaewon tragedy, especially if you weren't there. people lost their li",2022-10-30 23:33:12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2022-10-31,"android",2022-10-30 23:33:12,23
172,"mario_SexACum","pray for itaewon itaewonhalloween itaewonhalloween2022 itaewon r.i.p",2022-10-30 23:33:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2022-10-31,"iphone",2022-10-30 23:33:09,23
173,"comradejigeum","celebrities frequent itaewon often. its a trendy, fun place full of an",2022-10-30 23:32:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2022-10-31,"others",2022-10-30 23:32:58,23
